sourceUrl,targetUrl,targetStatusCode,targetMergeQuerystring
/graduate-stories,/why-uti/graduate-stories?uti_vanityurl=graduate-stories&utm_campaign=CMP-01310-C3Y0G7&utm_medium=direct_mail&source=other,301,TRUE
/shell,https://ntx.lv/3ooPoPW,301,TRUE
/brand,https://company-182938.frontify.com/d/yRhkYMcvLCi3/brand-guidelines,301,TRUE
/campus-locations/mooresville-nc/Map,/locations/north-carolina/mooresville,301,TRUE
/fbn/marine-process,/admissions/admissions-requirements,301,TRUE
/news-room/article-viewer/article/three-mmi-students-awarded-uti-foundation-merlyn-plumlee,https://news.uti.edu/news-releases?item=22668,301,TRUE
/partners/infiniti,/programs/automotive/specialized-training/infiniti-itta,301,TRUE
/partners/yamaha-motorcycle,/programs/motorcycle/specialized-training/yamaha-yamapro,301,TRUE
/student-services/rock-the-vote,/support-services/voter-registration,301,TRUE
/partners/mini,/programs/automotive/specialized-training,301,TRUE
/disclosure/accsc-graduation-and-employment-data/accrediting-commission-of-career-schools-and-colleges/orlando-2016-graduate-and-employment-summary,/disclosures,301,TRUE
/people-services/life-at-uti,/careers,301,TRUE
/partners/gm,/programs/automotive/specialized-training/gm-tech,301,TRUE
/student-services/federal-school-codes,/financial-aid,301,TRUE
/campus-locations/norwood-ma,/locations/massachusetts/norwood,301,TRUE
/schools/marine-mechanics-institute,/programs/marine,301,TRUE
/partners/peterbilt,/programs/diesel/specialized-training/peterbilt-pti,301,TRUE
/why-choose-uti/the-uti-advantage,/why-uti,301,TRUE
/about-uti/employers/contact-us,/contact-us,301,TRUE
/people-services,/careers,301,TRUE
/catalog,/programs/catalogs,,
/catalogs,/programs/catalogs,301,TRUE
/disclosure/student-graduation-rates,/disclosures,301,TRUE
/forms/form18,/request-info,301,TRUE
/blog/education/ignite-summer-program-high-school-juniors,/blog/education,301,TRUE
/partners/daimler-trucks,/programs/diesel/specialized-training/daimler-trucks-finish-first,301,TRUE
/partners/daimler-trucks-north-america,/programs/diesel/specialized-training/daimler-trucks-finish-first,301,TRUE
/student-services/scholarships/m/522839a0-3e67-407b-96e8-da763d8d477a,/financial-aid/scholarships-grants,301,TRUE
/student-services/scholarships/bgcscholarship,/financial-aid/scholarships-grants,301,TRUE
/student-services/scholarships/imagine-america-scholarship,/financial-aid/scholarships-grants,301,TRUE
/forms/form6,/request-info,301,TRUE
